[2026-05-11 03:07:30] ---TOTAL start---
[2026-05-11 03:24:54] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00822 succeed
[2026-05-11 03:24:56] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00823 succeed
[2026-05-11 03:24:58] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00824 succeed
[2026-05-11 03:25:00] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00825 succeed
[2026-05-11 03:25:02] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00826 succeed
[2026-05-11 03:25:03] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00827 succeed
[2026-05-11 03:25:04] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00828 failed
[2026-05-11 03:25:04] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00829 failed
[2026-05-11 03:25:04] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00830 failed
[2026-05-11 03:25:06] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00831 succeed
[2026-05-11 03:25:06] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00832 failed
[2026-05-11 03:25:08] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00833 succeed
[2026-05-11 03:25:09] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00834 succeed
[2026-05-11 03:25:11] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00835 succeed
[2026-05-11 03:25:13] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00836 failed
[2026-05-11 03:25:15] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00837 failed
[2026-05-11 03:25:16] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00838 succeed
[2026-05-11 03:25:17] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00839 failed
[2026-05-11 03:25:17] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00840 failed
[2026-05-11 03:25:17] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00841 failed
[2026-05-11 03:25:18] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00842 succeed
[2026-05-11 03:25:18] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00843 failed
[2026-05-11 03:25:20] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00844 succeed
[2026-05-11 03:25:20] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00845 failed
[2026-05-11 03:25:22] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00846 succeed
[2026-05-11 03:25:22] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00847 failed
[2026-05-11 03:25:24] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00848 failed
[2026-05-11 03:25:26] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00849 succeed
[2026-05-11 03:25:28] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00850 succeed
[2026-05-11 03:25:29] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00851 failed
[2026-05-11 03:25:31] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00852 failed
[2026-05-11 03:25:33] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00853 succeed
[2026-05-11 03:25:35] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00854 succeed
[2026-05-11 03:25:35] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00855 failed
[2026-05-11 03:25:35] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00856 failed
[2026-05-11 03:25:35] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00857 failed
[2026-05-11 03:25:37] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00858 succeed
[2026-05-11 03:25:39] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00859 succeed
[2026-05-11 03:25:39] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00860 failed
[2026-05-11 03:25:39] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00861 failed
[2026-05-11 03:25:39] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00862 failed
[2026-05-11 03:25:41] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00863 failed
[2026-05-11 03:25:43] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00864 succeed
[2026-05-11 03:25:44] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00865 succeed
[2026-05-11 03:25:46] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00866 succeed
[2026-05-11 03:25:46] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00867 failed
[2026-05-11 03:25:46] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00868 failed
[2026-05-11 03:25:46] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00869 failed
[2026-05-11 03:25:48] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00870 succeed
[2026-05-11 03:25:50] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00871 succeed
[2026-05-11 03:25:52] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00872 failed
[2026-05-11 03:25:53] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00873 succeed
[2026-05-11 03:25:55] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00874 succeed
[2026-05-11 03:25:57] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00875 succeed
[2026-05-11 03:25:59] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00876 succeed
[2026-05-11 03:26:01] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00877 succeed
[2026-05-11 03:26:03] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00878 succeed
[2026-05-11 03:26:05] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00879 succeed
[2026-05-11 03:26:07] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00880 succeed
[2026-05-11 03:26:07] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00881 failed
[2026-05-11 03:26:09] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00882 succeed
[2026-05-11 03:26:13] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00883 failed
[2026-05-11 03:26:13] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00883 timeout
[2026-05-11 03:26:18] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00884 failed
[2026-05-11 03:26:18] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00884 timeout
[2026-05-11 03:26:22] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00885 failed
[2026-05-11 03:26:22] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00885 timeout
[2026-05-11 03:26:26] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00886 failed
[2026-05-11 03:26:26] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00886 timeout
[2026-05-11 03:26:30] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00887 failed
[2026-05-11 03:26:30] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00887 timeout
[2026-05-11 03:26:30] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00888 failed
[2026-05-11 03:26:32] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00889 succeed
[2026-05-11 03:26:33] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00890 failed
[2026-05-11 03:26:34] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00891 failed
[2026-05-11 03:26:35] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00892 failed
[2026-05-11 03:26:39] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00893 failed
[2026-05-11 03:26:39] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00893 timeout
[2026-05-11 03:26:42] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00894 failed
[2026-05-11 03:26:42] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00894 timeout
[2026-05-11 03:26:42] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00895 failed
[2026-05-11 03:26:43] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00896 failed
[2026-05-11 03:26:45] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00897 failed
[2026-05-11 03:26:45] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00898 failed
[2026-05-11 03:26:47] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00899 succeed
[2026-05-11 03:26:48] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00900 failed
[2026-05-11 03:26:49] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00901 failed
[2026-05-11 03:26:50] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00902 failed
[2026-05-11 03:26:51] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00903 failed
[2026-05-11 03:26:52] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00904 failed
[2026-05-11 03:26:52] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00905 failed
[2026-05-11 03:26:52] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00906 failed
[2026-05-11 03:26:52] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00907 failed
[2026-05-11 03:26:54] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00908 succeed
[2026-05-11 03:26:56] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00909 succeed
[2026-05-11 03:26:57] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00910 succeed
[2026-05-11 03:26:59] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00911 succeed
[2026-05-11 03:27:01] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00912 failed
[2026-05-11 03:27:01] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00913 failed
[2026-05-11 03:27:02] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00914 failed
[2026-05-11 03:27:02] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00915 failed
[2026-05-11 03:27:02] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00916 failed
[2026-05-11 03:27:02] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00917 failed
[2026-05-11 03:27:02] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00918 failed
[2026-05-11 03:27:03] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00919 failed
[2026-05-11 03:27:03] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00920 failed
[2026-05-11 03:27:04] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00921 succeed
[2026-05-11 03:27:04] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00922 failed
[2026-05-11 03:27:04] Working in function safe_lshift_func_int16_t_s_u
[2026-05-11 03:27:04] deleting 85: static int16_t(safe_lshift_func_int16_t_s_u)(int16_t left, unsigned int right) {
92: }
[2026-05-11 03:27:04] Actually deleting 86: return
91:           (left << ((unsigned int)right));
[2026-05-11 03:27:04] Actually deleting 920: l_109
922:       ((((safe_mul_func_uint16_t_u_u (0xCA7BL, (safe_lshift_func_uint16_t_u_u (func_83 ((p_68 = (g_76[1][3][2], (+(safe_lshift_func_uint16_t_u_s ((safe_add_func_int32_t_s_s ((safe_rshift_func_uint8_t_u_s ((safe_add_func_int16_t_s_s (((((0x8701C1B6L == (safe_add_func_int16_t_s_s (((safe_lshift_func_int16_t_s_s (((g_17[5] = (g_28.f1 <= (safe_add_func_uint32_t_u_u (((safe_sub_func_int32_t_s_s (1L, (safe_lshift_func_int16_t_s_u ((safe_rshift_func_uint8_t_u_u (0x5DL, ((((p_69.f5 >= (g_28.f6 = (((p_72 ^= (safe_mod_func_uint32_t_u_u (((g_28.f2 || ((0x6B95L < g_76[2][0][9].f3) | p_68)) < l_107[2][2][5]), 0x6DA58D7DL))) ^ l_75.f5) ^ 0xA032275AL))) | l_107[3][6][2]) < p_69.f3) || g_5[0].f2))), 1)))) <= g_76[2][0][9].f6), g_28.f1)))) | 0x65F83DE7L), p_71.f1)) < g_5[0].f2), g_76[2][0][9].f5))), 0x29863923L) == l_108) != 0x10L), l_107[2][2][5])), l_107[2][2][5])), l_75.f4)), 1)))))), 13)))) || 0x6BL), p_69.f5), p_69.f6);
[2026-05-11 03:27:04] Actually deleting 85: static int16_t(safe_lshift_func_int16_t_s_u)(int16_t left, unsigned int right) {
92: }
[2026-05-11 03:27:06] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00923 failed
[2026-05-11 03:27:06] deleting 86: return
91:           (left << ((unsigned int)right));
[2026-05-11 03:27:06] Actually deleting 86: return
91:           (left << ((unsigned int)right));
[2026-05-11 03:27:06] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00924 failed
[2026-05-11 03:27:06] ---LOCAL_EXPRESSION_REDUCER start---
[2026-05-11 03:27:08] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00925 succeed
[2026-05-11 03:27:08] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00926 failed
[2026-05-11 03:27:08] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00927 failed
[2026-05-11 03:27:08] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00928 failed
[2026-05-11 03:27:10] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00929 succeed
[2026-05-11 03:27:12] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00930 succeed
[2026-05-11 03:27:13] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00931 succeed
[2026-05-11 03:27:15] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00932 succeed
[2026-05-11 03:27:17] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00933 succeed
[2026-05-11 03:27:19] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00934 succeed
[2026-05-11 03:27:21] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00935 succeed
[2026-05-11 03:27:23] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00936 succeed
[2026-05-11 03:27:23] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00937 failed
[2026-05-11 03:27:23] Working in function func_20
[2026-05-11 03:27:23] deleting 638: static int32_t func_20(const int8_t p_21) {
756: }
[2026-05-11 03:27:23] Actually deleting 533: static int32_t func_20(const int8_t p_21);
[2026-05-11 03:27:23] Actually deleting 673: if (p_21) {
753:     {}
[2026-05-11 03:27:23] Actually deleting 634: l_854 = l_13[0][0][p_9] != func_20(l_13[0][5][6]);
[2026-05-11 03:27:23] Actually deleting 624: l_854 = l_13[0][0][p_9] != func_20(6);
[2026-05-11 03:27:23] Actually deleting 738: l_773[0] =
748:                  g_290.f1);
[2026-05-11 03:27:23] Actually deleting 692: if (((p_21 >
751:       }
[2026-05-11 03:27:23] Actually deleting 638: static int32_t func_20(const int8_t p_21) {
756: }
[2026-05-11 03:27:23] Actually deleting 645: g_22 ^= p_21;
[2026-05-11 03:27:23] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00938 failed
[2026-05-11 03:27:24] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00939 failed
[2026-05-11 03:27:24] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00940 failed
[2026-05-11 03:27:24] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00941 failed
[2026-05-11 03:27:24] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00942 failed
[2026-05-11 03:27:24] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00943 failed
[2026-05-11 03:27:24] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00944 failed
[2026-05-11 03:27:26] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00945 failed
[2026-05-11 03:27:26] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00946 failed
[2026-05-11 03:27:26] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00947 failed
[2026-05-11 03:27:26] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00948 failed
[2026-05-11 03:27:26] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00949 failed
[2026-05-11 03:27:28] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00950 succeed
[2026-05-11 03:27:28] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00951 failed
[2026-05-11 03:27:28] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00952 failed
[2026-05-11 03:27:30] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00953 failed
[2026-05-11 03:27:30] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00954 failed
[2026-05-11 03:27:30] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00955 failed
[2026-05-11 03:27:32] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00956 failed
[2026-05-11 03:27:32] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00957 failed
[2026-05-11 03:27:34] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00958 succeed
[2026-05-11 03:27:36] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00959 succeed
[2026-05-11 03:27:37] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00960 failed
[2026-05-11 03:27:37] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00961 failed
[2026-05-11 03:27:39] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00962 succeed
[2026-05-11 03:27:40] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00963 succeed
[2026-05-11 03:27:42] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00964 succeed
[2026-05-11 03:27:42] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00965 failed
[2026-05-11 03:27:42] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00966 failed
[2026-05-11 03:27:44] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00967 succeed
[2026-05-11 03:27:44] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00968 failed
[2026-05-11 03:27:45] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00969 succeed
[2026-05-11 03:27:46] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00970 failed
[2026-05-11 03:27:47] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00971 failed
[2026-05-11 03:27:48] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00972 failed
[2026-05-11 03:27:48] deleting 718: return l_772;
[2026-05-11 03:27:48] Actually deleting 718: return l_772;
[2026-05-11 03:27:48] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00973 failed
[2026-05-11 03:27:48] deleting 639: struct S2 l_29 = {0L, 255UL, -2L, 4294967295UL, 0L, 0x519BL, 1UL};
[2026-05-11 03:27:48] Actually deleting 639: struct S2 l_29 = {0L, 255UL, -2L, 4294967295UL, 0L, 0x519BL, 1UL};
[2026-05-11 03:27:48] Actually deleting 704: l_773[0] =
714:                  g_290.f1);
[2026-05-11 03:27:50] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00974 failed
[2026-05-11 03:27:50] deleting 640: uint8_t l_771 = 0x77L;
[2026-05-11 03:27:50] Actually deleting 640: uint8_t l_771 = 0x77L;
[2026-05-11 03:27:50] Actually deleting 704: l_773[0] =
714:                  g_290.f1);
[2026-05-11 03:27:51] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00975 failed
[2026-05-11 03:27:51] deleting 641: uint8_t l_772 = 0x7AL;
[2026-05-11 03:27:51] Actually deleting 718: return l_772;
[2026-05-11 03:27:51] Actually deleting 641: uint8_t l_772 = 0x7AL;
[2026-05-11 03:27:51] Actually deleting 704: l_773[0] =
714:                  g_290.f1);
[2026-05-11 03:27:52] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00976 failed
[2026-05-11 03:27:52] deleting 642: int32_t l_773[3];
[2026-05-11 03:27:52] Actually deleting 642: int32_t l_773[3];
[2026-05-11 03:27:52] Actually deleting 704: l_773[0] =
714:                  g_290.f1);
[2026-05-11 03:27:53] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00977 failed
[2026-05-11 03:27:53] deleting 643: for (g_16 = 0; (g_16 < 56); ++g_16) {
717:   }
[2026-05-11 03:27:53] Actually deleting 643: for (g_16 = 0; (g_16 < 56); ++g_16) {
717:   }
[2026-05-11 03:27:54] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00978 failed
[2026-05-11 03:27:54] deleting 643: g_16 = 0;
[2026-05-11 03:27:54] Actually deleting 643: g_16 = 0;
[2026-05-11 03:27:55] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00979 succeed
[2026-05-11 03:27:55] deleting 643: ;
[2026-05-11 03:27:55] Actually deleting 643: ;
[2026-05-11 03:27:55] deleting 644: struct S2 l_27 = {0xE520C3D8L, 1UL, -5L, 0xB296AD98L, 1L, 0xAEB9L, 0x3763L};
[2026-05-11 03:27:55] Actually deleting 644: struct S2 l_27 = {0xE520C3D8L, 1UL, -5L, 0xB296AD98L, 1L, 0xAEB9L, 0x3763L};
[2026-05-11 03:27:55] Actually deleting 668: if (((p_21 >
716:       }
[2026-05-11 03:27:55] Actually deleting 704: l_773[0] =
714:                  g_290.f1);
[2026-05-11 03:27:55] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00981 failed
[2026-05-11 03:27:55] deleting 645: uint32_t l_768[8][2] = {
649:         {4294967295UL, 0x1B4A6FFDL}, {4294967295UL, 0x1B4A6FFDL}};
[2026-05-11 03:27:55] Actually deleting 645: uint32_t l_768[8][2] = {
649:         {4294967295UL, 0x1B4A6FFDL}, {4294967295UL, 0x1B4A6FFDL}};
[2026-05-11 03:27:55] Actually deleting 704: l_773[0] =
714:                  g_290.f1);
[2026-05-11 03:27:56] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00982 failed
[2026-05-11 03:27:56] deleting 650: uint32_t l_780 = 6UL;
[2026-05-11 03:27:56] Actually deleting 668: if (((p_21 >
716:       }
[2026-05-11 03:27:56] Actually deleting 650: uint32_t l_780 = 6UL;
[2026-05-11 03:27:56] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00983 failed
[2026-05-11 03:27:56] deleting 651: int32_t l_781[2][7][6] = {
666:            {0xF132239AL, 1L, 0xF53ED125L, 0L, 0x963E7327L, 0x963E7327L}}};
[2026-05-11 03:27:56] Actually deleting 651: int32_t l_781[2][7][6] = {
666:            {0xF132239AL, 1L, 0xF53ED125L, 0L, 0x963E7327L, 0x963E7327L}}};
[2026-05-11 03:27:56] Actually deleting 668: if (((p_21 >
716:       }
[2026-05-11 03:27:56] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00984 failed
[2026-05-11 03:27:56] deleting 667: int i, j, k;
[2026-05-11 03:27:56] Actually deleting 667: int i, j, k;
[2026-05-11 03:27:57] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00985 succeed
[2026-05-11 03:27:57] deleting 667: if (((p_21 >
715:       }
[2026-05-11 03:27:57] Actually deleting 667: if (((p_21 >
715:       }
[2026-05-11 03:27:59] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00986 failed
[2026-05-11 03:27:59] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00986 timeout
[2026-05-11 03:27:59] deleting 686: {
688:       }
[2026-05-11 03:27:59] Actually deleting 686: {
688:       }
[2026-05-11 03:27:59] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00987 failed
[2026-05-11 03:27:59] deleting 687: int i, j, k;
[2026-05-11 03:27:59] Actually deleting 687: int i, j, k;
[2026-05-11 03:28:00] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00988 succeed
[2026-05-11 03:28:00] deleting 688: {
713:           }
[2026-05-11 03:28:00] Actually deleting 688: {
713:           }
[2026-05-11 03:28:01] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00989 succeed
[2026-05-11 03:28:01] deleting 689: const struct S1 l_767[10] = {
699:                 {255UL, 0xBC75E543L, 65534UL, 4294967290UL, 0x75CFL, 0xC718L}};
[2026-05-11 03:28:01] Actually deleting 689: const struct S1 l_767[10] = {
699:                 {255UL, 0xBC75E543L, 65534UL, 4294967290UL, 0x75CFL, 0xC718L}};
[2026-05-11 03:28:01] Actually deleting 701: l_773[0] =
711:                  g_290.f1);
[2026-05-11 03:28:02] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00990 failed
[2026-05-11 03:28:02] deleting 700: int i;
[2026-05-11 03:28:02] Actually deleting 700: int i;
[2026-05-11 03:28:03] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00991 succeed
[2026-05-11 03:28:03] deleting 700: l_773[0] =
710:                  g_290.f1);
[2026-05-11 03:28:03] Actually deleting 700: l_773[0] =
710:                  g_290.f1);
[2026-05-11 03:28:03] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00992 failed
[2026-05-11 03:28:03] deleting 713: return l_772;
[2026-05-11 03:28:03] Actually deleting 713: return l_772;
[2026-05-11 03:28:04] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00993 failed
[2026-05-11 03:28:04] ---LOCAL_EXPRESSION_REDUCER start---
[2026-05-11 03:28:05] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00994 succeed
[2026-05-11 03:28:05] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00995 failed
[2026-05-11 03:28:06] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00996 succeed
[2026-05-11 03:28:06] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00997 failed
[2026-05-11 03:28:07] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00998 succeed
[2026-05-11 03:28:08] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp00999 succeed
[2026-05-11 03:28:08] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp01000 failed
[2026-05-11 03:28:09] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp01001 succeed
[2026-05-11 03:28:11] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp01002 failed
[2026-05-11 03:28:11] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp01002 timeout
[2026-05-11 03:28:13] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp01003 failed
[2026-05-11 03:28:13] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp01003 timeout
[2026-05-11 03:28:15] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp01004 failed
[2026-05-11 03:28:15] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp01004 timeout
[2026-05-11 03:28:17] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp01005 failed
[2026-05-11 03:28:17] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp01005 timeout
[2026-05-11 03:28:17] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp01006 failed
[2026-05-11 03:28:18] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp01007 failed
[2026-05-11 03:28:18] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp01008 failed
[2026-05-11 03:28:18] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp01009 failed
[2026-05-11 03:28:18] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp01010 failed
[2026-05-11 03:28:19] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp01011 succeed
[2026-05-11 03:28:20] /tmp/tmp.4hgtT8PcCB/DR_test_93607/temp01013 succeed
